5b64dc76a4af260e918828df,"西北工业大学明德学院,西北工业大学",http://www.xatrm.com/techexpert/detail/01212A452FC659B0E050007F01007315.jspx,"史晓亮,西安科技大学",,1, 武汉理工大学,https://baike.baidu.com/item/%E5%8F%B2%E6%99%93%E4%BA%AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b650ed3a4af2609c49f1af4,"陕西师范大学党委,陕西师范大学",https://zh.wikipedia.org/zh-hans/%E7%A8%8B%E5%85%89%E6%97%AD,"程光旭,西安交通大学",,, 西安交通大学,http://clet.xjtu.edu.cn/info/1056/2105.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b643f01a4af2607336f8308,上海市第一人民医院外科,https://www.youlai.cn/super/docintro/43610/,"李继坤,上海交通大学",,,犐虾＝煌ù笱?http://js.guahao.com/expert/e4c0ec85-d95b-4061-855d-ece56d6ba876000?hospDeptId=dc84f1f0-366f-43aa-8405-7a880869c1cc000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b646d77a4af260a39f3a1bd,教育部,http://www.baidu.com/link?url=5Z3EsM3yYzDo3FgeSVE8xoGUNHJMrVNnrsXPtSLtzLvzPJEpn_IHfxldjnyspFLB,"王廷华,四川大学",,,犓拇ù笱?http://sklb.scu.edu.cn/detail.html?type=postgraduateDetail&id=37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6542a7a4af2609c49f2ae5,"浙江师范大学,浙江师范大学化学与生命科学学院",http://www.baidu.com/link?url=eRS1WTUZM3n6UPgvxFjdWLVe14Colg4B4jhlqo25xczDiFWSHGFJmJRclQqRmjm2cuokl3V8GxiOqb4PBLS7Ca,"李春霞,中国科学院长春应用化学研究所",,,犝憬Ψ洞笱?http://sky.zjnu.edu.cn/2016/1010/c4853a85585/page.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6446bda4af2607336f856b,"|  学校校历  京ICP备",http://www.ucas.ac.cn/site/157?u=59930,"代小蓉,中国科学院城市环境研究所",,,犞泄蒲г撼鞘谢肪逞芯克?http://www.iue.cas.cn/nb/dw/fyjy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b645f19a4af260a39f39d8b,|English|中国科学院,http://www.baidu.com/link?url=PX3QqFyIUstxYpP-UArKGB-i9y06xEUilOPqzh_sYoYZjRoGBsovuLc0a9PCYscGUDEwJRpL554rl_Dub1R9Ca6uzowhHIktdupVSUoKbaa,"李晴岚,中国科学院深圳先进技术研究院",,,犞泄蒲г荷钲谙冉际跹芯吭?http://people.ucas.edu.cn/~0036141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b651f3ca4af2609c49f1fe2,化学化工学院,http://chem.ujn.edu.cn/detail.asp?id=3400,"张昭良,济南大学",,,",济南大学",https://baike.baidu.com/item/%E5%BC%A0%E6%98%AD%E8%89%AF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\,Z,_?0Dl,s_J?O,3vb,_>_,;b4_fY,烤-,fI'fFfb_,#NAME?,0(U_,_E_l,Gs_/-,_>_b_v@,0@,A0(',3bZ,Y茶,_a__;b,_丕_,_?.,-_/_,-0('f,-?'f,_,#NAME?,W30蠊:_,_'f,"-0('ffI	Z","b	U_",吭,_昊:4)_ê,_\_,fI'f,-q峥,0(~2回寰b,,"]	f>",W3,__/v@__\,fI0(fb;;/,_溷_荬v@,_濂柒
5b65503da4af2609c49f2f18,"神经科教研室,神经科",http://www.baidu.com/link?url=fJ5P3mDdJxPJPBMMaMXI6uAD4lvqNF48oLxyhQGHjHgOPqRq8beWNVpQwJ8kaAIM,"彭英,中国医学科学院药物研究所",,,中国医学科学院药物研究所,https://www.imm.ac.cn/cn/teacherinfo.asp?rstid=1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b67c34da4af2623f3628440,中国药学会,http://www.baidu.com/link?url=_pv5NSPhGANAWJhDL3yQOcFVJSKP6ZPJn2osyHUG555GYFq677ZiGnv8bBwjpCWlkuwMALMnCEhCn9vm2sKBOI8Z0AMm7MNWpgYiaOikF77,"王晓良,中国医学科学院药物研究所",,,中国医学科学院药物研究所,https://www.imm.ac.cn/cn/teacherinfo.asp?rstid=212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b652b7da4af2609c49f23ba,中国医科院药用植物研究所生物技术研究中心分子生态研究室,http://www.implad.ac.cn/cn/rcpy/gww.asp,"高微微,中国医学科学院药用植物研究所",,,中国医学科学院药用植物研究所,http://www.implad.ac.cn/cn/rcpy/gww.asp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b650f59a4af2609c49f1b1b,国家食品药品监督管理局,http://www.implad.ac.cn/cn/rcpy/qy.asp,"齐云,中国医学科学院药用植物研究所",,,中国医学科学院药用植物研究所,http://www.implad.ac.cn/cn/rcpy/qy.asp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b654acda4af2609c49f2d67,中国医学科学院药用植物研究所广西分所,http://www.baidu.com/link?url=fnrB977ProNFesFyr4JRBF37HS0Ta7F2D3bdmFnnXxLdQhtagC9zY4f6xNa2jo4BKxI_m8vUC8kFc9e0EJjKe9rAnwP2_zqW0TjQ2p4ORm7JQIu8GFDI7FFD7D3vMkcT,"缪剑华,广西壮族自治区药用植物园",,,中国医学科学院药用植物研究所,https://baike.baidu.com/item/%E7%BC%AA%E5%89%91%E5%8D%8E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64aca9a4af260e91881a91,中国医学科学院药用植物研究所,http://www.baidu.com/link?url=kptsKAIPWNcEFShA9ADHTRIaM0xl2OXduQF4O-EpOcyU9Pm_SjBAtDAk4Yx8Bd2_CFNyob2Xbb0CxFUFY38SgqlOnuBe81-DaNph5wHdSO7,"李标,国家铁皮石斛产业技术创新战略联盟",,,中国医学科学院药用植物研究所,http://www.implad.ac.cn/cn/rcpy/lb.asp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b65583ca4af2609c49f318b,"中国医学科学院放射医学研究所,中华预防医学会放射卫生专业委员会",http://www.cnilas.org/html/kjdw/20151202/1073.html,"樊飞跃,中国医学科学院医学实验动物研究所",,,中国医学科学院医学实验动物研究所,http://www.cnilas.org/html/kjdw/20151202/1073.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b65518aa4af2609c49f2f83,中国计量科学研究院计量科学咨询委员会,http://www.ciae.ac.cn/yjs/index_525.htm,"袁大庆,中国原子能科学研究院",,,中国原子能科学研究院,http://www.ciae.ac.cn/yjs/index_525.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b645b8aa4af260a39f39c76,国家核电技术公司研究院,http://www.ciae.ac.cn/yjs/index_535.htm,"夏海鸿,中国原子能科学研究院",,,中国原子能科学研究院,http://www.ciae.ac.cn/yjs/index_535.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6595e6a4af2609c49f4497,"山东省立医院,山东省立医院营养科,营养科,医院,药学部",http://www.sph.com.cn/Html/News/Articles/3281.html,"陈立勇,山东大学",,,中国中西医结合学会营养学专业委员会,http://www.snaim.org.cn/aboutzshow.aspx?Cateid=5&newsid=241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b655d26a4af2609c49f3316,"中国中医研究院,中国中医研究院广安门医院",https://baike.baidu.com/item/%E7%8E%8B%E5%AF%85/4001584,"王寅,中国中医科学院广安门医院",,,中国中医科学院广安门医院,http://www.bj-doctor.cn/yisheng/40328.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6462fba4af260a39f39eb4,"广安门医院学术委员会,广安门医院",http://www.baidu.com/link?url=EHxWAX5Ufx5WIOySLwLEvTkghKRquW3APCGQsLa8bOb3GKtcqF653h0o700KqK8XmWrH1hc8JY8EYPtAXz271q,"赵志付,中国中医科学院",,,中国中医科学院广安门医院,http://www.gamhospital.ac.cn/kssz/lcks/xsyxk/kszj/1512.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6736a8a4af2623f3625ccd,"中国中医研究院广安门医院肿瘤科,中国中医研究院",http://www.baidu.com/link?url=F8Q46njSNajjHsztJ8pzF71QL5uJCR6R8XmWgp5c0eqh-LjTjx3ICu6M50Pl_6hoX6dBlTIvfF4Q-5QlkeLKC_u7ViE16M_xU7fAdDR_DeS7ufJCdLQpQiEo7J0tcC4Q,"林洪生,中国中医科学院广安门医院",,,中国中医科学院广安门医院,http://www.gamhospital.ac.cn/kssz/lcks/zlk/kszj/1449.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6571d0a4af2609c49f3973,世界中医药学会联合会老年医学专业委员会,https://baike.baidu.com/item/%E6%9D%8E%E6%B5%A9/9951451,"李浩,中国中医科学院西苑医院",,,中国中医科学院西苑医院,http://www.bj-doctor.cn/yisheng/42269.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b65665ca4af2609c49f35ef,中华医学会风湿性疾病专业委员会,http://xyfsmyk.cnkme.com/doctors/show/5783,"周彩云,中国中医科学院西苑医院",,,中国中医科学院西苑医院,https://zcy62835472.haodf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b658943a4af2609c49f40b1,中国民族医药学会妇科专业委员会,http://haodf.health.sohu.com/doctor/DE4r0Fy0C9LugYZXJ11e6ws7CIoXi9Fjh.htm,"王东红,中国中医科学院眼科医院",,,中国中医科学院眼科医院,https://www.haodf.com/doctor/DE4r0Fy0C9LugYZXJ11e6ws7CIoXi9Fjh.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b652e8ca4af2609c49f24aa,中华中医药学会心病专业委员会,http://www.ykhospital.com.cn/indexfd60.html?m=content&c=index&a=show&catid=76&id=42,"荆鲁,中国中医科学院眼科医院",,,中国中医科学院眼科医院,http://www.ykhospital.com.cn/indexfd60.html?m=content&c=index&a=show&catid=76&id=42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b678f00a4af2623f3627537,内科,https://baike.baidu.com/item/%E6%9B%B9%E5%BB%BA%E8%90%8D,"曹建萍,中国中医科学院针灸研究所",,,中国中医科学院针灸研究所,https://baike.baidu.com/item/%E6%9B%B9%E5%BB%BA%E8%90%8D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6512c4a4af2609c49f1c20,中药固体制剂制造技术国家工程研究中心,http://www.baidu.com/link?url=gr7zSucQ-xFBYMmy9esd3usi29XBonc1om10CCmwAPizEc9jU6UUUUBQrb-TVSU-obf_XDJyuFGLlcKLNynnXkDeb5x1bWw4b0f912-GtVuXR1_Md58JCXIgyTfcSvUl,"王跃生,中国中医科学院中药研究所",,,中国中医科学院中药研究所,http://www.icmm.ac.cn/zgzkyry/201101/133.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b646edda4af260a39f3a222,中国中医研究院学术委员会,http://www.baidu.com/link?url=YiYtjXldr1pa_uGd7C7A0T6cx3NV8cjNH7MH4QvvMDfcMhAn7l7dlAJ9wzRijujHULNtlHx1fSLEKgFI6pLkyuwoX1NFIK4JN5RSAfKKsoERX3kz9MtyXDZgPiO6COUg,"胡世林,中国中医科学院中药研究所",,,中国中医科学院中药研究所,http://www.icmm.ac.cn/(S(53qlck55fchjsk45ljvelbud))/Item/765.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b66fdd7a4af2623f3624c93,国家中医药管理局,https://baike.baidu.com/item/%E5%B4%94%E8%92%99/3062460,"崔蒙,中国中医科学院中医药信息研究所",,,中国中医科学院中医药信息研究所,https://baike.baidu.com/item/%E5%B4%94%E8%92%99/3062460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6559dda4af2609c49f320e,中华医学会重庆市神经病学专业委员会,https://baike.baidu.com/item/%E8%8C%83%E6%96%87%E8%BE%89,"范文辉,中国人民解放军第三军医大学",,,中华医学会重庆市神经病学专业委员会,https://baike.baidu.com/item/%E8%8C%83%E6%96%87%E8%BE%89/6107210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b66ef47a4af2623f3624824,"中科院半导体所,中科院半导体",https://baike.baidu.com/item/%E5%88%98%E8%88%92%E6%9B%BC,"刘舒曼,中国科学院半导体研究所",,,中科院半导体所,https://baike.baidu.com/item/%E5%88%98%E8%88%92%E6%9B%BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6767aca4af2623f36269ee,中科院,http://theory.ipp.ac.cn/?p=1614,"徐颖峰,中国科学技术大学",,,中科院等离子体所理论室,http://theory.ipp.ac.cn/?p=1614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64e3bca4af260e91882b22,高能物理所多学科中心,http://www.baidu.com/link?url=lP4wuafeWBp4F_4v9H_VKuF0qIOpAGTw2zMdHtcwk2W_Wqsi7F0i5WQQgCex--vaOGIoIL3xECoRDR1ihb77z_,"李敬源,中国科学院高能物理研究所",,,中科院高能物理研究所,https://baike.baidu.com/item/%E6%9D%8E%E6%95%AC%E6%BA%90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b656100a4af2609c49f3445,"中科院,中科院合肥物质科学研究院医学物理与技术中心,|党团,|科学院党建专题|合肥研究院",http://www.cmpt.cas.cn/djgz/dyfc/201611/t20161110_354028.html,"储焰南,中国科学院合肥物质科学研究院",,,中科院合肥研究院医学物理中心,http://sourcedb.hf.cas.cn/rjc/ch/201601/t20160119_4520093.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b643cd7a4af2607336f825c,中科院宁波材料所,http://battery.nimte.ac.cn/view-337.html,"石俊黎,中国科学院宁波材料技术与工程研究所",,,中科院宁波材料所,http://battery.nimte.ac.cn/view-337.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64b4d7a4af260e91881ced,"中科院,中科院青岛生物能源与过程研究所",https://baike.baidu.com/item/%E8%82%96%E8%89%B3/12979011,"肖艳,中国科学院青岛生物能源与过程研究所",,,中科院青岛生物能源与过程研究所,http://mt.qibebt.ac.cn/32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b654f0da4af2609c49f2ebf,中国科学院深海科学与工程研究所,http://www.baidu.com/link?url=3RRqoPLmiO_GRjJfcwnCCXBJSFM9lA1nTWilRopOEHOXo9izDyUJ_PeYS0vUPmIle9vheOO6xrd6I9cxE9D22xbsy-6WvUXG4-TPHGqGvWm5qhxM-U8_7OrWYDkJefUe,"张海滨,三亚深海科学与工程研究所",,,中科院三亚深海科学与工程研究所,https://baike.baidu.com/item/%E5%BC%A0%E6%B5%B7%E6%BB%A8/19628059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64b32fa4af260e91881c71,中科院上海光机所,http://opticsjournal.net/Experts/louqihong.htm,"楼祺洪,中国科学院上海光学精密机械研究所",,,中科院上海光机所研究员,http://www.siom.cas.cn/qtwzlm/200511/t20051118_1824214.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b645161a4af260a39f39966,"中科院,中科院上海药物所,|新闻中心",http://www.simm.ac.cn/xwzx/zhxw/201504/t20150428_4345892.html,"王逸平,中国科学院上海药物研究所",,,中科院上海药物研究所,http://www.simm.cas.cn/jgsz/yjjg/yjs/ylxdyyjs/wypyjz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b654609a4af2609c49f2bf2,"中科院上海应用物理研究所,中科院",https://baike.baidu.com/item/%E5%B7%A6%E5%B0%8F%E7%A3%8A,"左小磊,中国科学院上海应用物理研究所",,,中科院上海应用物理研究所,https://baike.baidu.com/item/%E5%B7%A6%E5%B0%8F%E7%A3%8A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6560a2a4af2609c49f3427,"西南大学,中科院物理所,西南大学法学院",http://www.baidu.com/link?url=a2ovgUqlmS5i0T2faqxuCvVOtfJVYlx2wB3egmbHIfdsacmI5rdgENeA_cx4q9rnfl6VZrOaQ1X_i-m_tBvBoK9SStTbKzxUJCGYxAo1ebC,"汪力,中国科学院物理研究所",,,中科院物理所,https://baike.baidu.com/item/%E6%B1%AA%E5%8A%9B/68841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b65374fa4af2609c49f2762,中科院新疆理化技术研究所,http://www.chinakaoyan.com/info/article/id/229009.shtml,"张亚刚,新疆工程学院",,,中科院新疆理化所,http://www.chinakaoyan.com/info/article/id/229009.shtml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b655135a4af2609c49f2f68,"中国科学院首页|研究所,|研究队",http://www.genetics.cas.cn/rczp/all/201509/t20150930_4432835.html,"张永清,中国科学院遗传与发育生物学研究所",,,中科院遗传发育所,http://people.ucas.edu.cn/~yqzhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64465ba4af2607336f854c,财政经济教研室,http://www.baidu.com/link?url=vOtIK8VBC1rm5v4Qtc52_WtYJRsKSGvkNNvMVPRbfBFyAM2j4fZzbIpY0G9o9Lzk8dWGHJZHRIoiAr6UtkP2zAv3Ny6YbFbKdl0USCnvvuhPfhpIeYUA8iF7topQ0rdm,"亓寿伟,中南财经政法大学",,,中南财经政法大学,http://www.icourses.cn/web/sword/portal/teacherDetails?userId=ff8080813adff3c7013ae3f7001a03e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6549dca4af2609c49f2d1b,中国中西医结合学,https://baike.baidu.com/item/%E9%BB%8E%E6%9D%8F%E7%BE%A4,"黎杏群,中南大学",,,中南大学,https://baike.baidu.com/item/%E9%BB%8E%E6%9D%8F%E7%BE%A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b653f9fa4af2609c49f29f6,全国政协,https://baike.baidu.com/item/%E6%9C%B1%E5%BB%BA%E5%86%9B,"朱建军,中南大学",,,中南大学,http://faculty.csu.edu.cn/jjzhu/zh_CN/index.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b657e4ea4af2609c49f3d4c,院党委,http://www.baike.com/wiki/%E8%A6%83%E6%96%87%E5%BA%86,"覃文庆,中南大学",,1,中南大学,http://mpb.csu.edu.cn/bk/?id=Tan%20%20Wenqing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b656a82a4af2609c49f373c,美国Scripps研究院肿瘤生物学系,http://www.xiangya.com.cn/web/Content.aspx?chn=284&id=15487,"罗均利,中南大学",,,中南大学,http://www.hnzyclm.com/question.jhtml?method=newQuestion&siteId=240&channelId=480&expertName=%E7%BD%97%E5%BF%97%E5%8B%87&contentId=1746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b655443a4af2609c49f305b,湖南省妇产科专业委员会,http://liuhuining8.u.yynet.cn/,"刘惠宁,中南大学",,,中南大学,https://mysk.familydoctor.com.cn/abaout/95600/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b646683a4af260a39f39fb8,华夏医院,http://0856nanke.com/xwbd/mtbd/2017/0414/248.html,"汤育新,中南大学",,1,中南大学,http://shfw.xy3yy.com/dwk/mnwk/80.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b647026a4af260a39f3a27a,中国中西医结合学会神经科专业委员会,http://jianghong98.u.yynet.cn/,"江泓,中南大学",,,中南大学,http://jianghong98.u.yynet.cn/intro.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b65944fa4af2609c49f4420,"商学院教授委员会,教授委员会,商学院",http://faculty.csu.edu.cn/xuxuanhua/zh_CN/index.htm,"徐选华,中南大学",,,中南大学,http://faculty.csu.edu.cn/xuxuanhua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b652629a4af2609c49f220d,"页|学院,息服务|学院",http://yxy.csu.edu.cn/info/1040/2087.htm,"李劲平,中南大学",,1,中南大学,http://yxy.csu.edu.cn/info/1040/2087.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b649e4ea4af260e9188164f,化学化工学院,http://faculty.csu.edu.cn/jiangyuren,"蒋玉仁,中南大学",,,中南大学,http://faculty.csu.edu.cn/jiangyuren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b646e60a4af260a39f3a1ff,"中国化学会分析化学专业委员会,中国化学会化学教育专业委员会,分析化学,中南大学化学化工学院,中国化学会计算机化学专业委员会",https://baike.baidu.com/item/%E6%A2%81%E9%80%B8%E6%9B%BE,"梁逸曾,湖南大学",,,中南大学,http://www.icourses.cn/web/sword/portal/teacherDetails?userId=ff8080813b261487013b26ebc0c3091e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b645500a4af260a39f39a82,"卫生学,共卫生学院劳动卫生与职业病学教研室",https://baike.baidu.com/item/%E8%83%A1%E5%BB%BA%E5%AE%89/593279,"胡建安,中南大学",,,中南大学,http://sph.csu.edu.cn/info/1042/1251.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6456a5a4af260a39f39af9,环境学院,http://faculty.csu.edu.cn/xueshengguo/zh_CN/index.htm,"薛生国,中南大学",,,中南大学,http://faculty.csu.edu.cn/xueshengguo/zh_CN/index.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64b784a4af260e91881db7,"页|学院,息服务|学院",http://yxy.csu.edu.cn/info/1072/3142.htm,"江俊麟,中南大学",,,中南大学,http://yxy.csu.edu.cn/info/1072/3142.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b659d1fa4af2609c49f46d2,"息服务|学院,页|学院",http://www.baidu.com/link?url=Yq6OVqUlPG-JdZ9bTlg2OK3SG511gDJBWGzy06eJQtEiKzIi2PKlvfHPUv1-V_Ht,"郭兆贵,中南大学",,,中南大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64cc2ba4af260e918823e1,国际止血血栓学会,http://www.baidu.com/link?url=3uxFFVosmSXxnD4toSCfJqlEoNUNPWKZZl2koyu_xxBKlp-DESvpQ4mYMsW8MbWo6qhGEDIQUkE6AImnXRDOofd8YtURkqJBZ6xr9Z08TOi,"张广森,中南大学",,,中南大学,http://faculty.csu.edu.cn/zhangguangsen/zh_CN/index.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64cbe8a4af260e918823cc,广东外语外贸大学新闻与传播学院,https://baike.baidu.com/item/%E4%BD%95%E5%9B%BD%E5%B9%B3/20145,"何国平,中南大学",,,中南大学,https://baike.baidu.com/item/%E4%BD%95%E5%9B%BD%E5%B9%B3/4048615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64a71ba4af260e918818ec,全国大,https://mysk.familydoctor.com.cn/abaout/170025/,"梁英锐,中南大学",,,中南大学湘雅二医院,https://mysk.familydoctor.com.cn/abaout/170025/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6567d0a4af2609c49f3664,妇产科,http://zhangweishe.u.yynet.cn/,"张卫社,中南大学",,,中南大学湘雅医院,http://zhangweishe.u.yynet.cn/intro.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b67a664a4af2623f3627bf9,中国中西结合学会儿科专业,http://yyglc.csu.edu.cn/info/1047/1025.htm,"岳少杰,中南大学",,,中南大学湘雅医院儿科,http://yueshaojie.u.yynet.cn/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b66d8baa4af2623f3624158,"甘肃省人民防空办公室党组,甘肃省人民防空办公室",http://www.baidu.com/link?url=TLnqU4BTUKB-nzEN18per5jcQKQzl6WwwseeTXlEiJ2PtV4e8ivTvGczd9f2tGICBJSN0wGQmfUauxRKLmMwDBY5ARlrcyfIiNknKlfx_6K,"周应军,中南大学",,1,中南大学药学院,http://yxy.csu.edu.cn/info/1072/2296.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b66edcba4af2623f36247b5,湖南省环境科学学会,http://www.baidu.com/link?url=a6w-7S_ovbX4XlxzYtzo7A7Xd-oVphgVpf9H4VoNjmCqI8OY5FJPk3aqTRjkoxF_iBFhxmYZN-eawYhDDCDo8ESmyPMIeq-Dyk0hjCwCE_W,"吴晓芙,中南林业科技大学",,,中南林业科技大学,https://baike.baidu.com/item/%E5%90%B4%E6%99%93%E8%8A%99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b65429da4af2609c49f2ae2,基础医学院生理学教研室,http://www.baidu.com/link?url=9jfFuChwed_1xSi5wNxTjYrobzeY--uCJAlsrKOnqF3i_fLP_PhtmZ1x4qYz7UsWrvhR6Mr7nmwH2IqdSkeM3T9r93_wm3KcN7Z0DEZePdFTSCvKkJaxhpl2gSffsrt4,"刘先国,中山大学",,,中山大学,http://zssom.sysu.edu.cn/node/483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b65759aa4af2609c49f3a98,神经科,http://www.syshospital.com/u/02115,"唐亚梅,中山大学",,,中山大学,http://www.syshospital.com/u/02115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b65674ba4af2609c49f363a,美国生殖医学会,https://mysk.familydoctor.com.cn/abaout/219274/,"马琳,中山大学",,,中山大学,https://mysk.familydoctor.com.cn/abaout/219274/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b655faaa4af2609c49f33db,"香港科技大学,港科技大学,香港科技大学土木工程系",https://baike.baidu.com/item/%E9%99%88%E5%85%89%E6%B5%A9/71152,"陈光浩,中山大学",,,中山大学,http://sese.sysu.edu.cn/node/4024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b650eb7a4af2609c49f1aeb,"医学会物理医学与康复学分会,广东省医学会物理医学与康复学分会",https://mysk.familydoctor.com.cn/abaout/27129/,"窦祖林,中山大学",,,中山大学,http://www.zssy.com.cn/home/index/ZuoZuLin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b65254ea4af2609c49f21c9,"广东省生态学会,广东省生态学",http://www.baidu.com/link?url=SigTdr5OFZxMyrwLgLzvwy8Y5eodCzD67jSdJfpvqMWqw0uMuG3qAaM0_UNc-8-aF9eAzXRI5SksMoHO0vOwHqR3BzHHNaCDkALHcoTQcZXuw4c_dWpVguId8H5K1uENmULnlBlVNDYE5LbVt06Fn_,"张宏达,中山大学",,,中山大学,http://www.baike.com/wiki/%E5%BC%A0%E5%AE%8F%E8%BE%BE?prd=fenleishequ_jiaodiantuijian_zuocitiao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b649971a4af260e918814df,"心力衰竭专科,|医院服务网|医院,医院OA系统|医院",http://www.syshospital.com/item/331184.aspx,"袁沃亮,中山大学",,,中山大学,http://www.syshospital.com/u/01912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b65232ba4af2609c49f211f,海南诗协,https://baike.baidu.com/item/%E5%91%A8%E7%A5%A5%E7%A6%8F,"周祥福,中山大学",,,中山大学,https://baike.baidu.com/item/%E5%91%A8%E7%A5%A5%E7%A6%8F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b649cfba4af260e918815eb,留法医病理学教研室,https://baike.baidu.com/item/%E6%88%90%E5%BB%BA%E5%AE%9A,"成建定,中山大学",,,中山大学,http://zssom.sysu.edu.cn/node/393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
